"localOrgId","sampStrategy","progType","sampMethod","sampPoint","animalID","sampId","sampCountry","sampArea","sampLAU1","sampLAU2","sampY","sampM","sampD","sampMatType","sampMatCode","sampMatText","decomposition","age","sex","analysisY","analysisM","analysisD","anMatCode","labId","labCountry","paramCode","anMethCode","resId","resQualValue","resType","ADNSId","Output"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600696001","EE1568553","EE","EE004","EE0040067","EE00400670160",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312535","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600697001","EE1568554","EE","EE004","EE0040067","EE00400670334",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312538","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600697002","EE1568555","EE","EE004","EE0040067","EE00400670334",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312541","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600698001","EE1568556","EE","EE006","EE0060051","EE00600510835",2016,1,9,"S000A","A056Y","hunted",1,"Young","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312544","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600699001","EE1568558","EE","EE008","EE0080084","EE00800840797",2016,1,9,"S000A","A056Y","hunted",1,"Young","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312550","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600700001","EE1568559","EE","EE008","EE0080084","EE00800840105",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312553","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600701001","EE1568560","EE","EE007","EE0070044","EE00700440815",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312556","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600702001","EE1568561","EE","EE006","EE0060059","EE00600590662",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312559","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600702002","EE1568562","EE","EE006","EE0060059","EE00600590662",2016,1,9,"S000A","A056Y","hunted",1,"Adult","U",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312562","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600703001","EE1568563","EE","EE006","EE0060059","EE00600590272",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312565","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600704001","EE1568565","EE","EE006","EE0060059","EE00600590790",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312571","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600705001","EE1568566","EE","EE006","EE0060051","EE00600510565",2016,1,9,"S000A","A056Y","hunted",1,"Young","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312574","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600705002","EE1568567","EE","EE006","EE0060051","EE00600510565",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312577","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600705003","EE1568568","EE","EE006","EE0060051","EE00600510565",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312580","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600706001","EE1568571","EE","EE006","EE0060051","EE00600510134",2016,1,9,"S000A","A056Y","hunted",1,"Young","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312589","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600707001","EE1568574","EE","EE006","EE0060051","EE00600510325",2016,1,9,"S000A","A056Y","hunted",1,"Young","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312598","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600708001","EE1568575","EE","EE007","EE0070044","EE00700440802",2016,1,9,"S000A","A056Y","hunted",1,"Young","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312601","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600708002","EE1568576","EE","EE007","EE0070044","EE00700440802",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312604","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600709001","EE1568577","EE","EE007","EE0070044","EE00700440751",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312607","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600710001","EE1568579","EE","EE007","EE0070044","EE00700440438",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312613","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600710002","EE1568580","EE","EE007","EE0070044","EE00700440438",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312616","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600711001","EE1568581","EE","EE008","EE0080065","EE00800650473",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312619","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600712001","EE1568583","EE","EE007","EE0070044","EE00700440851",2016,1,9,"S000A","A056Y","hunted",1,"Adult","M",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312625","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600713001","EE1568584","EE","EE008","EE0080078","EE00800780794",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312628","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600714001","EE1568585","EE","EE008","EE0080078","EE00800780282",2016,1,9,"S000A","A056Y","hunted",1,"Adult","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312631","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600714002","EE1568586","EE","EE008","EE0080078","EE00800780282",2016,1,9,"S000A","A056Y","hunted",1,"Young","F",2016,1,10,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312634","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600685001","EE1568534","EE","EE006","EE0060070","EE00600700292",2016,1,9,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312478","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600692001","EE1568546","EE","EE004","EE0040067","EE00400670710",2016,1,9,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312514","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600717003","EE1568598","EE","EE008","EE0080078","EE00800780282",2016,1,8,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F086A","EE3312670","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600730001","EE1568647","EE","EE008","EE0080078","EE00800780831",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312779","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600731001","EE1568652","EE","EE008","EE0080078","EE00800780831",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312794","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600732001","EE1568653","EE","EE008","EE0080078","EE00800780831",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312797","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600733001","EE1568654","EE","EE008","EE0080078","EE00800780831",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312800","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600736001","EE1568658","EE","EE008","EE0080078","EE00800780126",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312806","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600737001","EE1568659","EE","EE008","EE0080078","EE00800780126",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312809","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600738001","EE1568660","EE","EE008","EE0080078","EE00800780126",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312812","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600739001","EE1568661","EE","EE008","EE0080078","EE00800780126",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312815","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600740001","EE1568662","EE","EE008","EE0080078","EE00800780126",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312818","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600741001","EE1568663","EE","EE008","EE0080078","EE00800780126",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312821","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745001","EE1568674","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312882","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745002","EE1568675","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312883","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745003","EE1568676","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312884","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745004","EE1568677","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312885","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745005","EE1568678","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312886","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745006","EE1568679","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312887","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745007","EE1568680","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312888","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745008","EE1568681","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312889","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745009","EE1568682","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312890","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745010","EE1568683","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312891","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745011","EE1568684","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312892","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745012","EE1568685","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312893","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745013","EE1568686","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312894","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745014","EE1568687","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312895","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745015","EE1568688","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312896","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745016","EE1568689","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312897","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745017","EE1568690","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312898","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600745018","EE1568691","EE","EE008","EE0080078","EE00800780454",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312899","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600746001","EE1568695","EE","EE008","EE0080049","EE00800490611",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312937","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600747001","EE1568713","EE","EE008","EE0080049","EE00800490611",2016,1,10,"S000A","A056Y","hunted",1,"Adult","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312992","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600748001","EE1568714","EE","EE008","EE0080049","EE00800490713",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312995","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600749001","EE1568715","EE","EE008","EE0080049","EE00800490248",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3312998","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600750001","EE1568718","EE","EE008","EE0080049","EE00800490248",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313027","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600751001","EE1568719","EE","EE008","EE0080049","EE00800490248",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313030","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752001","EE1568720","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313033","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752002","EE1568721","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313036","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752003","EE1568722","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","U",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313039","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752004","EE1568723","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313042","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752005","EE1568724","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313045","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752006","EE1568725","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313048","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752007","EE1568726","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313051","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600752008","EE1568727","EE","EE008","EE0080078","EE00800780861",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313054","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600753001","EE1568740","EE","EE008","EE0080078","EE00800780501",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313094","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600757001","EE1568751","EE","EE008","EE0080049","EE00800490713",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313121","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600757002","EE1568752","EE","EE008","EE0080049","EE00800490713",2016,1,10,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313124","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600757003","EE1568753","EE","EE008","EE0080049","EE00800490713",2016,1,10,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313127","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758001","EE1568756","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313136","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758002","EE1568757","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313139","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758003","EE1568758","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313142","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758004","EE1568759","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313145","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758005","EE1568760","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313148","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758006","EE1568761","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313151","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758007","EE1568762","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313154","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758008","EE1568763","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313157","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758009","EE1568764","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Adult","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313160","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600758010","EE1568765","EE","EE008","EE0080078","EE00800780528",2016,1,11,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313163","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600759001","EE1568774","EE","EE008","EE0080049","EE00800490611",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313198","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600760001","EE1568784","EE","EE008","EE0080049","EE00800490773",2016,1,10,"S000A","A056Y","hunted",1,"Unknown","U",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313228","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600761001","EE1568785","EE","EE008","EE0080049","EE00800490773",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313231","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600762001","EE1568786","EE","EE008","EE0080049","EE00800490773",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313234","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600763001","EE1568787","EE","EE008","EE0080049","EE00800490578",2016,1,10,"S000A","A056Y","hunted",1,"Young","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313237","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600764001","EE1568788","EE","EE008","EE0080049","EE00800490578",2016,1,10,"S000A","A056Y","hunted",1,"Young","F",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313240","NEG","BIN","","Err:508"
"Veterinary and Food Board","ST20A","K030A","N003A","E180A","EE1600765001","EE1568789","EE","EE008","EE0080049","EE00800490578",2016,1,10,"S000A","A056Y","hunted",1,"Adult","M",2016,1,11,"A0CEY","EEhead","EE","RF-00002657-MCG","F080A","EE3313243","NEG","BIN","","Err:508"
