"NUTS0","NUTS1","NUTS2","NUTS3","LAU1","LAU2","Year","Month","Day","numberPositive","numberObservations","isPositive","percentagePositive","LAU1Name","LAU2Name","variable1","variable2"
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,6,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.524858555768479,19.5116349051897
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,7,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.214421481278423,20.6182936022471
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,8,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.134449534536861,23.5133214186386
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,9,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.168509102875034,18.3407337604544
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,10,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.964732769529999,22.2073497748929
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,11,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.408778914004396,14.9648844447375
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,12,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.466438215174507,16.104102956981
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,13,NA,0,NA,NA,"Harju maakond","Raasiku vald",-2.23978297582177,22.1573262154312
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,14,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.0199551173436351,27.2823605138077
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,15,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.795063185124836,22.3436395843008
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,16,NA,0,NA,NA,"Harju maakond","Raasiku vald",-2.51442512196431,25.4913085847787
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,17,NA,0,NA,NA,"Harju maakond","Raasiku vald",2.21095203169735,22.0599616464504
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,18,NA,0,NA,NA,"Harju maakond","Raasiku vald",-1.48876222991277,19.0523882720687
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,19,NA,0,NA,NA,"Harju maakond","Raasiku vald",-1.16075187561923,19.3767424852545
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,20,NA,0,NA,NA,"Harju maakond","Raasiku vald",1.45773822495573,21.2287538074431
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,21,NA,0,NA,NA,"Harju maakond","Raasiku vald",-2.18987594871999,9.44233251358592
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,22,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.739062681128372,22.0595862395211
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,23,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.344008768542759,21.2772580760264
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,24,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.455876741511694,24.9417035950581
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,25,NA,0,NA,NA,"Harju maakond","Raasiku vald",0.878110262544797,17.2388813589304
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,26,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.958463922912324,21.059469270563
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,27,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.70584484574861,11.6104209567801
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,28,NA,0,NA,NA,"Harju maakond","Raasiku vald",-2.99694930322778,18.5035013229956
"EE","EE0","EE00","EE001","EE0010037","EE00100370651",2016,2,29,NA,0,NA,NA,"Harju maakond","Raasiku vald",-0.961052324044844,16.2474961045679
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2015,12,31,NA,0,NA,NA,"Harju maakond","Rae vald",0.505067589582035,22.8224407904011
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,1,NA,0,NA,NA,"Harju maakond","Rae vald",0.380188253916704,25.9425839423329
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,2,NA,0,NA,NA,"Harju maakond","Rae vald",0.0646270287396298,20.6369138104833
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,3,NA,0,NA,NA,"Harju maakond","Rae vald",0.463658648401867,15.7266169765598
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,4,NA,0,NA,NA,"Harju maakond","Rae vald",2.02705600379976,23.4404622012586
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,5,0,2,0,0,"Harju maakond","Rae vald",0.0747783326935444,14.7226585951843
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,6,NA,0,NA,NA,"Harju maakond","Rae vald",-0.48683623583544,27.6809606441947
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,7,NA,0,NA,NA,"Harju maakond","Rae vald",0.748910820862606,19.0655522813511
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,8,NA,0,NA,NA,"Harju maakond","Rae vald",0.464234580889638,21.2699697726097
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,9,NA,0,NA,NA,"Harju maakond","Rae vald",0.129420458393473,23.3993943081387
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,10,NA,0,NA,NA,"Harju maakond","Rae vald",-0.815460651610283,11.9309758369158
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,11,NA,0,NA,NA,"Harju maakond","Rae vald",-0.0401504517354262,17.3944931456439
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,12,NA,0,NA,NA,"Harju maakond","Rae vald",0.781416977680249,12.7055438669914
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,13,0,2,0,0,"Harju maakond","Rae vald",0.676452747462629,25.5126361591176
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,14,NA,0,NA,NA,"Harju maakond","Rae vald",-0.482652525567947,31.649812482459
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,15,NA,0,NA,NA,"Harju maakond","Rae vald",-0.669113467963509,21.2433654877109
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,16,NA,0,NA,NA,"Harju maakond","Rae vald",0.512801321922257,29.9329437833851
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,17,NA,0,NA,NA,"Harju maakond","Rae vald",1.04890992895349,19.2839895371473
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,18,NA,0,NA,NA,"Harju maakond","Rae vald",0.121058163102937,15.4668850809372
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,19,NA,0,NA,NA,"Harju maakond","Rae vald",-0.313292885379532,18.6434484157454
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,20,NA,0,NA,NA,"Harju maakond","Rae vald",-0.88067073001145,21.2097026525857
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,21,NA,0,NA,NA,"Harju maakond","Rae vald",-0.419286891272189,21.5832636712132
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,22,NA,0,NA,NA,"Harju maakond","Rae vald",-1.4827516780218,15.4674545026614
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,23,NA,0,NA,NA,"Harju maakond","Rae vald",-0.697318199400121,14.0906452653122
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,24,NA,0,NA,NA,"Harju maakond","Rae vald",1.13496508865819,17.878131948102
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,25,NA,0,NA,NA,"Harju maakond","Rae vald",1.11193184503695,14.629012874935
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,26,0,2,0,0,"Harju maakond","Rae vald",-0.870777633605343,18.9452112335535
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,27,NA,0,NA,NA,"Harju maakond","Rae vald",0.210731585072843,16.1807819058037
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,28,NA,0,NA,NA,"Harju maakond","Rae vald",0.0693956473744585,22.7926568166539
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,29,NA,0,NA,NA,"Harju maakond","Rae vald",-1.66264885284192,20.390883159307
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,30,NA,0,NA,NA,"Harju maakond","Rae vald",0.81083998017723,18.1820720784666
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,1,31,NA,0,NA,NA,"Harju maakond","Rae vald",-1.91234579604708,22.6163334498068
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,1,NA,0,NA,NA,"Harju maakond","Rae vald",-1.24675342879504,24.9677686746784
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,2,NA,0,NA,NA,"Harju maakond","Rae vald",0.998154445057314,21.3686851900137
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,3,NA,0,NA,NA,"Harju maakond","Rae vald",-0.540872744514261,16.525403648655
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,4,NA,0,NA,NA,"Harju maakond","Rae vald",-0.216375790780247,16.40974916916
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,5,NA,0,NA,NA,"Harju maakond","Rae vald",-1.62193729284198,19.4900524637399
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,6,NA,0,NA,NA,"Harju maakond","Rae vald",-1.45096396539936,21.0612708053403
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,7,NA,0,NA,NA,"Harju maakond","Rae vald",0.35090973068782,28.1584357570697
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,8,NA,0,NA,NA,"Harju maakond","Rae vald",-0.174546928731224,21.2737411226464
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,9,NA,0,NA,NA,"Harju maakond","Rae vald",-0.591428470216157,9.63484635929211
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,10,NA,0,NA,NA,"Harju maakond","Rae vald",-1.33402726089608,13.1827728051585
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,11,NA,0,NA,NA,"Harju maakond","Rae vald",-1.09729850119228,15.94801955912
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,12,NA,0,NA,NA,"Harju maakond","Rae vald",2.03610360936432,24.154321788068
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,13,NA,0,NA,NA,"Harju maakond","Rae vald",-0.326489593374826,18.3775853448543
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,14,NA,0,NA,NA,"Harju maakond","Rae vald",0.78500640067928,16.944231585749
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,15,NA,0,NA,NA,"Harju maakond","Rae vald",0.77400521202148,20.7447284781455
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,16,NA,0,NA,NA,"Harju maakond","Rae vald",0.763246080345894,28.4624656969745
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,17,NA,0,NA,NA,"Harju maakond","Rae vald",0.294808759565037,21.1593346906678
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,18,NA,0,NA,NA,"Harju maakond","Rae vald",-1.25235592417266,15.245066664101
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,19,NA,0,NA,NA,"Harju maakond","Rae vald",-1.00950375276966,15.1634169852177
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,20,NA,0,NA,NA,"Harju maakond","Rae vald",0.751391194545935,13.8775062596
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,21,NA,0,NA,NA,"Harju maakond","Rae vald",-1.30835351258276,18.577976513206
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,22,NA,0,NA,NA,"Harju maakond","Rae vald",0.527540097063652,23.7177443480881
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,23,NA,0,NA,NA,"Harju maakond","Rae vald",-0.53353957357734,18.4624350771363
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,24,NA,0,NA,NA,"Harju maakond","Rae vald",-0.398376014093638,17.2211948234318
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,25,NA,0,NA,NA,"Harju maakond","Rae vald",-0.789569450494829,16.0034265938198
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,26,0,2,0,0,"Harju maakond","Rae vald",-0.230141136270548,21.0250433284386
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,27,NA,0,NA,NA,"Harju maakond","Rae vald",0.877184841651799,28.6206194068625
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,28,NA,0,NA,NA,"Harju maakond","Rae vald",0.453733177541175,16.762356110389
"EE","EE0","EE00","EE001","EE0010037","EE00100370653",2016,2,29,NA,0,NA,NA,"Harju maakond","Rae vald",-0.232464147723414,26.1797876261077
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2015,12,31,NA,0,NA,NA,"Harju maakond","Saku vald",1.65600373414682,22.0800664460741
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,1,NA,0,NA,NA,"Harju maakond","Saku vald",0.87000552469028,25.1705019304185
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,2,NA,0,NA,NA,"Harju maakond","Saku vald",0.470489453107761,20.557142606609
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,3,NA,0,NA,NA,"Harju maakond","Saku vald",0.278218649064741,18.5829754135691
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,4,NA,0,NA,NA,"Harju maakond","Saku vald",-0.00636892891484486,20.0895191306223
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,5,NA,0,NA,NA,"Harju maakond","Saku vald",-0.977902941018112,27.9611993736814
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,6,NA,0,NA,NA,"Harju maakond","Saku vald",-0.92658614214595,20.1101756056695
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,7,NA,0,NA,NA,"Harju maakond","Saku vald",1.9197704626212,16.7371717691377
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,8,NA,0,NA,NA,"Harju maakond","Saku vald",0.881277787776179,23.2203967039522
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,9,NA,0,NA,NA,"Harju maakond","Saku vald",0.742081771926477,26.2941920335334
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,10,NA,0,NA,NA,"Harju maakond","Saku vald",0.147573404049434,22.3175984270742
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,11,NA,0,NA,NA,"Harju maakond","Saku vald",0.485388564992269,17.2752974541876
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,12,NA,0,NA,NA,"Harju maakond","Saku vald",0.151856039545981,19.3844182779312
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,13,NA,0,NA,NA,"Harju maakond","Saku vald",0.0419987540872705,21.6715264157217
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,14,NA,0,NA,NA,"Harju maakond","Saku vald",0.223422311943048,23.023152797856
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,15,NA,0,NA,NA,"Harju maakond","Saku vald",-1.01046508600421,20.5717329421643
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,16,NA,0,NA,NA,"Harju maakond","Saku vald",2.40122210197122,23.5784292040928
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,17,NA,0,NA,NA,"Harju maakond","Saku vald",0.801961790270882,22.6048625035497
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,18,NA,0,NA,NA,"Harju maakond","Saku vald",-0.25120795895565,15.4673712844865
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,19,NA,0,NA,NA,"Harju maakond","Saku vald",1.21288937082924,14.5313279103313
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,20,NA,0,NA,NA,"Harju maakond","Saku vald",-0.627258086004879,7.55665460429038
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,21,NA,0,NA,NA,"Harju maakond","Saku vald",1.71115850747586,13.16404496315
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,22,NA,0,NA,NA,"Harju maakond","Saku vald",-0.39437355302276,17.4946036586928
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,23,NA,0,NA,NA,"Harju maakond","Saku vald",-2.32149085645191,23.733578965465
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,24,NA,0,NA,NA,"Harju maakond","Saku vald",1.36411919539957,7.08961039397535
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,25,NA,0,NA,NA,"Harju maakond","Saku vald",1.13222913272875,21.8943730105439
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,26,NA,0,NA,NA,"Harju maakond","Saku vald",-0.774316319358709,17.0711811192076
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,27,NA,0,NA,NA,"Harju maakond","Saku vald",-1.41037496599359,24.6806726802266
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,28,NA,0,NA,NA,"Harju maakond","Saku vald",-1.83452758069664,22.8273264196321
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,29,NA,0,NA,NA,"Harju maakond","Saku vald",-0.269013537930427,14.1246131307231
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,30,NA,0,NA,NA,"Harju maakond","Saku vald",-1.83392857727967,22.4246895009867
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,1,31,NA,0,NA,NA,"Harju maakond","Saku vald",-0.814468018774975,16.0440285111926
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,1,NA,0,NA,NA,"Harju maakond","Saku vald",0.163572122378624,14.9902972847773
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,2,NA,0,NA,NA,"Harju maakond","Saku vald",0.855519222050403,23.4090718258345
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,3,NA,0,NA,NA,"Harju maakond","Saku vald",-0.819963126879738,15.4440261215548
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,4,NA,0,NA,NA,"Harju maakond","Saku vald",-0.123602759975676,22.3275147234909
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,5,NA,0,NA,NA,"Harju maakond","Saku vald",0.254948236041434,23.7733918431953
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,6,NA,0,NA,NA,"Harju maakond","Saku vald",1.71892633823732,10.5105003277097
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,7,NA,0,NA,NA,"Harju maakond","Saku vald",-0.958543527527119,23.7605946600694
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,8,NA,0,NA,NA,"Harju maakond","Saku vald",-1.60431026176048,24.424964826881
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,9,NA,0,NA,NA,"Harju maakond","Saku vald",-1.8456094217108,27.6677276807038
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,10,NA,0,NA,NA,"Harju maakond","Saku vald",0.55573718528977,19.7020593999465
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,11,NA,0,NA,NA,"Harju maakond","Saku vald",-0.0601191913503692,16.8148480601946
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,12,NA,0,NA,NA,"Harju maakond","Saku vald",0.772086304393126,19.2602676652394
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,13,NA,0,NA,NA,"Harju maakond","Saku vald",-0.140839387157354,17.0001536342501
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,14,NA,0,NA,NA,"Harju maakond","Saku vald",0.224218574159447,20.2503122232
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,15,NA,0,NA,NA,"Harju maakond","Saku vald",0.393093925514259,26.6403990548211
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,16,NA,0,NA,NA,"Harju maakond","Saku vald",0.0235419851685809,16.8693591031987
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,17,NA,0,NA,NA,"Harju maakond","Saku vald",-0.622962659764788,22.4265640564574
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,18,NA,0,NA,NA,"Harju maakond","Saku vald",1.26200938062639,23.5084883952708
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,19,NA,0,NA,NA,"Harju maakond","Saku vald",-0.405774042775771,30.6191106786807
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,20,NA,0,NA,NA,"Harju maakond","Saku vald",0.666763771442479,27.6325535837712
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,21,NA,0,NA,NA,"Harju maakond","Saku vald",0.164639154530128,18.3992506422343
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,22,NA,0,NA,NA,"Harju maakond","Saku vald",1.78152447478717,22.2350241216145
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,23,NA,0,NA,NA,"Harju maakond","Saku vald",0.711213964323878,23.6855182824936
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,24,NA,0,NA,NA,"Harju maakond","Saku vald",-0.33769115586237,13.59418444335
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,25,NA,0,NA,NA,"Harju maakond","Saku vald",-0.00914895226735463,14.0575356635466
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,26,NA,0,NA,NA,"Harju maakond","Saku vald",-0.125309208413434,24.2994118019103
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,27,NA,0,NA,NA,"Harju maakond","Saku vald",-2.0908460969723,20.5684307890257
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,28,NA,0,NA,NA,"Harju maakond","Saku vald",1.69739389482068,22.4622321510558
"EE","EE0","EE00","EE001","EE0010037","EE00100370718",2016,2,29,NA,0,NA,NA,"Harju maakond","Saku vald",1.06388115448751,15.7361085356737
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2015,12,31,NA,0,NA,NA,"Harju maakond","Saue vald",0.38200755917038,19.3003744075753
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,1,NA,0,NA,NA,"Harju maakond","Saue vald",-0.766616636225272,17.0427334213238
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,2,NA,0,NA,NA,"Harju maakond","Saue vald",-1.13275941105242,20.8190817841701
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,3,NA,0,NA,NA,"Harju maakond","Saue vald",1.48990741365323,27.8341468919395
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,4,NA,0,NA,NA,"Harju maakond","Saue vald",0.241895903606986,15.6187025051809
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,5,NA,0,NA,NA,"Harju maakond","Saue vald",-0.248247104968965,12.5727837635689
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,6,NA,0,NA,NA,"Harju maakond","Saue vald",0.183583707943453,17.8548738099934
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,7,NA,0,NA,NA,"Harju maakond","Saue vald",0.404871009439746,16.4536001127665
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,8,NA,0,NA,NA,"Harju maakond","Saue vald",-0.994124469309423,18.2180496731084
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,9,NA,0,NA,NA,"Harju maakond","Saue vald",-1.08542932956727,21.8536142069926
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,10,NA,0,NA,NA,"Harju maakond","Saue vald",-0.0485425545297223,24.750839187442
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,11,NA,0,NA,NA,"Harju maakond","Saue vald",0.576085600512206,26.9944605113162
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,12,NA,0,NA,NA,"Harju maakond","Saue vald",0.0738305318446132,18.0993443491734
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,13,NA,0,NA,NA,"Harju maakond","Saue vald",0.705945571302218,20.7159738653688
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,14,NA,0,NA,NA,"Harju maakond","Saue vald",0.334980103391354,17.4006329652341
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,15,NA,0,NA,NA,"Harju maakond","Saue vald",0.545387805924617,19.2887472803258
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,16,NA,0,NA,NA,"Harju maakond","Saue vald",-1.40290590594127,16.1221720853056
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,17,NA,0,NA,NA,"Harju maakond","Saue vald",0.677053890943881,21.5287216575153
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,18,NA,0,NA,NA,"Harju maakond","Saue vald",-0.789800446142907,20.6892300517473
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,19,NA,0,NA,NA,"Harju maakond","Saue vald",-0.465728889434096,22.2658360833439
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,20,NA,0,NA,NA,"Harju maakond","Saue vald",-0.104852065234789,18.8553541684027
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,21,NA,0,NA,NA,"Harju maakond","Saue vald",-1.64785108730534,17.2733916573534
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,22,NA,0,NA,NA,"Harju maakond","Saue vald",-0.0995369519713592,9.92173263025247
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,23,NA,0,NA,NA,"Harju maakond","Saue vald",-0.439857636843203,17.5545685073641
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,24,NA,0,NA,NA,"Harju maakond","Saue vald",-0.718511451938464,26.4033602360004
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,25,NA,0,NA,NA,"Harju maakond","Saue vald",-0.554597596334913,12.8773181453934
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,26,NA,0,NA,NA,"Harju maakond","Saue vald",1.24548917675143,16.2093740857226
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,27,NA,0,NA,NA,"Harju maakond","Saue vald",-1.2589213509611,18.6291893571364
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,28,NA,0,NA,NA,"Harju maakond","Saue vald",-0.215384481428024,31.4094598647812
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,29,NA,0,NA,NA,"Harju maakond","Saue vald",-2.47196171011946,20.4704404824658
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,30,NA,0,NA,NA,"Harju maakond","Saue vald",-0.674169320106069,12.6810561863991
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,1,31,NA,0,NA,NA,"Harju maakond","Saue vald",-0.501297185429917,19.6180361027717
"EE","EE0","EE00","EE001","EE0010037","EE00100370727",2016,2,1,NA,0,NA,NA,"Harju maakond","Saue vald",1.54232578795203,23.8529427975302
